BIO_PRS_IDE;BIO_INF_LIB;BIO_CRE_DAT;BIO_SUP_DAT;BIO_ARB_CHA;BIO_ARB_SC1;BIO_ARB_SC2;BIO_ARB_SC3;BIO_ARB_SC4;BIO_ARB_BAS;BIO_PHY_GRP;BIO_GRP_LIB;BIO_HIS_DTD;BIO_HIS_DTF;BIO_ENP_TOP;BIO_TUX_TOP;BIO_MAX_EXE;BIO_SPE_REG;BIO_MAX_REG;BIO_MED_REF;BIO_RES_TOP;BIO_BIO_INV;BIO_SNG_TOP;BIO_TAR_NAT;BIO_TAR_COF
3784;STATUT SEROLOGIQUE  DEPISTAGE DES ANTICORPS ANTI-VHC.;30JUL1997:00:00:00;;19;0;0;0;0;41.000000;19;HEPATITES VIRALES;01FEB2019:00:00:00;;;;1;;0;;;;1;B;55.00
3785;HEPATITE C (VHC) : CONTROLE SEROLOGIQUE PAR UNE    TECHNIQUE EIA OU NON, UTILISANT UN REACTIF DIFFER;30JUL1997:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;100.000000;19;HEPATITES VIRALES;14APR2018:00:00:00;01FEB2019:00:00:00;;1;1;;0;;;1;1;B;50.00
3786;INFECTION A EBV : MONONUCLEOSE INFECTIEUSE (MNI) : AC HETEROPHILES : RECHERCHE;30JUL1997:00:00:00;;7;6;0;0;0;18.000000;22;INFECTIONS A EBV;12OCT1997:00:00:00;;;;1;;0;;;;1;B;20.00
3787;INFECTION A VRS : SD : DEPISTAGE AC PAR EIA;30JUL1997:00:00:00;;7;6;0;0;0;43.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;;;;1;;0;;;;1;B;70.00
4001;DPN : C. INDEX - ET. FAMILIALE : ORIENTATION : PROFILS METABOLIQUES;05APR1996:00:00:00;;17;1;0;0;0;1.000000;90;AUTRES (tous les autres codes);05APR1996:00:00:00;;;1;0;;0;;1;;1;B;500.00
4002;DPN : C. INDEX - ET. FAMILIALE : ORIENTATION : DOSAGE METABOLITE;05APR1996:00:00:00;;17;1;0;0;0;2.000000;90;AUTRES (tous les autres codes);05APR1996:00:00:00;;;1;0;;0;;1;;1;B;120.00
4003;DPN : C. INDEX - ET. FAMILIALE : ORIENT : IMMUNOCHIMIE PROT OU METAB SUR CELL;05APR1996:00:00:00;;17;1;0;0;0;3.000000;90;AUTRES (tous les autres codes);05APR1996:00:00:00;;;1;0;;0;;1;;1;B;650.00
4004;TRISOMIE 21 FOETALE : DEPISTAGE AU  DEUXIEME  TRIMESTRE    PAR LES  MARQUEURS  SERIQUES MATERNELS.;01JUL1999:00:00:00;;17;6;0;0;0;3.000000;27;DPN (marqueur risque T21) + CARYOTYPE FOETAL;14APR2018:00:00:00;;;1;1;;0;1;1;;1;B;110.00
4005;TRISOMIE 21 FOETALE : DEPISTAGE  SEQUENTIEL INTEGRE  AU     DEUXIEME  TRIMESTRE. SI LES CONDITIONS D;28OCT2009:00:00:00;;17;6;0;0;0;2.000000;27;DPN (marqueur risque T21) + CARYOTYPE FOETAL;14APR2018:00:00:00;;;1;1;;0;1;1;;1;B;140.00
1712;INFECTION A ARENAVIRUS : SD PAR SERONEUTRALISATION;01JAN1996:00:00:00;;7;6;0;0;0;17.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;;;;1;B;50.00
1713;INFECTION A CMV RECENTE  SD : IGG + IGM PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;86.000000;21;INFECTIONS A CMV;13APR2014:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;1;B;85.00
1714;INFECTION A CMV RECENTE  SD : IGG + IGM PAR IFI;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;87.000000;21;INFECTIONS A CMV;01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;1;B;70.00
1715;INFECTION A EBV ANCIENNE : SD : AC VCA IGG ET AC EBNA PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;19.000000;22;INFECTIONS A EBV;01JAN1996:00:00:00;;;;1;;0;1;;;1;B;70.00
1716;INFECTION A EBV ANCIENNE : SD : AC VCA IGG ET AC EBNA PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;20.000000;22;INFECTIONS A EBV;11FEB2011:00:00:00;;;;1;;0;1;;;1;B;100.00
1717;INFECTION A EBV RECENTE OU EVOLUTIVE : SD : AC VCA IGM OU AC EA IGM PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;21.000000;22;INFECTIONS A EBV;05AUG1997:00:00:00;;;;1;;0;1;;;1;B;40.00
1718;INFECTION A EBV RECENTE OU EVOLUTIVE : SD : AC VCA IGM OU AC EA PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;22.000000;22;INFECTIONS A EBV;11FEB2011:00:00:00;;;;1;;0;1;;;1;B;55.00
1719;INFECTION A EBV  : SD : AC EA IGA OU AC VCA IGA;01JAN1996:00:00:00;;7;6;0;0;0;23.000000;22;INFECTIONS A EBV;01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1720;POLIOMYELITE : SD : CONTROLE D'IMMUNITE (3 SEROTYPES);01JAN1996:00:00:00;13JUL2017:00:00:00;7;6;0;0;0;71.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;13JUL2017:00:00:00;;;1;;0;1;;;1;B;150.00
1721;INFECTION A VIRUS COXSACKIE A ET B : SD;01JAN1996:00:00:00;13JUL2017:00:00:00;7;6;0;0;0;72.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;13JUL2017:00:00:00;;;1;;0;;;;1;B;40.00
1729;GRIPPE A : SD PAR RFC;01JAN1996:00:00:00;;7;6;0;0;0;25.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;30.00
1730;GRIPPE A : SD PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;27.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;60.00
1731;GRIPPE A : SD PAR IHA;01JAN1996:00:00:00;;7;6;0;0;0;29.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;40.00
1732;GRIPPE B : SD PAR RFC;01JAN1996:00:00:00;;7;6;0;0;0;31.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;30.00
1733;GRIPPE B : SD PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;33.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;70.00
1734;GRIPPE B : SD PAR IHA;01JAN1996:00:00:00;;7;6;0;0;0;35.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;40.00
1735;GRIPPES A ET B : SD CONTROLE D'IMMUNITE PAR SERONEUTRALISATION;01JAN1996:00:00:00;;7;6;0;0;0;37.000000;90;AUTRES (tous les autres codes);05AUG1997:00:00:00;;;;2;;0;1;;;1;B;50.00
1736;CONTROLE D'UNE IMMUNITE ANCIENNE OU CONTROLE DE  VACCINATION  - IGG OU IG TOTALES ANTI-VHA;01JAN1996:00:00:00;;19;0;0;0;0;31.000000;19;HEPATITES VIRALES;01FEB2019:00:00:00;;;;1;;0;1;;;1;B;50.00
1740;STATUT SEROLOGIQUE ANTICORPS ANTI-DELTA IGG OU TOTAUX  CET EXAMEN NE PEUT ETRE PRESCRIT QUE POUR DE;01JAN1996:00:00:00;;19;0;0;0;0;39.000000;19;HEPATITES VIRALES;01FEB2019:00:00:00;;;;1;;0;1;;;1;B;70.00
1741;HEPATITE DELTA (VHD) : SD : AC IGM PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;101.000000;19;HEPATITES VIRALES;12OCT1997:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;1;B;70.00
1742;HEPATITE DELTA (VHD) : SD : AG DELTA PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;102.000000;19;HEPATITES VIRALES;12OCT1997:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;1;B;70.00
1743;HEPATITE E (VHE) : SD : AC ANTI-VHE PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;103.000000;19;HEPATITES VIRALES;14APR2018:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;60.00
1744;RECHERCHE D'ANTICORPS ANTI-HSV RECHERCHE DES IGG LA PRISE EN CHARGE DE CET ACTE EST LIMITEE A : -L;01JAN1996:00:00:00;;19;0;0;0;0;22.000000;90;AUTRES (tous les autres codes);01FEB2019:00:00:00;;;;1;;0;1;;;1;B;60.00
1745;HERPES SIMPLEX (VHS) : SD : AC IGG ANTI VHS  1 + 2  PAR IFII;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;73.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;40.00
1746;HERPES SIMPLEX (VHS) : SD : AC IGM ANTI  VHS 1 ET 2  PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;74.000000;90;AUTRES (tous les autres codes);31JAN2012:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;50.00
1747;HERPES SIMPLEX (VHS) : SD : AC IGM ANTI VHS 1 + 2 PAR  IFI;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;75.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;40.00
1752;HERPES 6 (VHH6) : SD : AC IGG;01JAN1996:00:00:00;;7;6;0;0;0;24.000000;90;AUTRES (tous les autres codes);01FEB2019:00:00:00;;;;1;;0;;;;1;B;60.00
1753;HERPES 6 (VHH6) : SD : AC IGG PAR IFI;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;76.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;40.00
1754;INFECTION A HTLV (I ET II) : SD DE DEPISTAGE PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;57.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;;;;1;B;65.00
1755;INFECTION A HTLV (I ET II) : SD DE CONFIRMATION PAR IMMUNOTRANSFERT;01JAN1996:00:00:00;;7;6;0;0;0;59.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;;;1;1;B;180.00
1756;OREILLONS (V. OURLIEN) : INFECTION RECENTE : SD : IGG + IGM PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;45.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;1;;;1;B;70.00
1757;OREILLONS (V. OURLIEN) : INFECTION RECENTE : SD : IGG   + IGM PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;46.000000;90;AUTRES (tous les autres codes);14APR2018:00:00:00;;;;1;;0;1;;;1;B;110.00
1758;OREILLONS (V. OURLIEN) : IMMUNITE ANCIENNE : SD : IGG PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;47.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;1;;;1;B;70.00
1759;OREILLONS (V. OURLIEN) : IMMUNITE ANCIENNE : SD : IGG PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;48.000000;90;AUTRES (tous les autres codes);02AUG1997:00:00:00;;;;1;;0;1;;;1;B;40.00
1760;PARAINFLUENZA (PARAMYXOVIRUS) : SD PAR IHA;01JAN1996:00:00:00;;7;6;0;0;0;39.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;0;;0;;;;1;B;20.00
1761;PARAINFLUENZA (PARAMYXOVIRUS) : SD PAR RFC;01JAN1996:00:00:00;;7;6;0;0;0;41.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;0;;0;;;;1;B;30.00
1762;INF. A PARVOVIRUS B 19 RECENTE : SD : IGG + IGM PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;49.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;70.00
1763;INF. A PARVOVIRUS B 19 RECENTE : SD : IGG + IGM PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;50.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;1;;;1;B;105.00
4307;ASPERGILLOSE : SD DE DEPISTAGE;01JAN1996:00:00:00;;7;5;0;0;0;8.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;;1;B;50.00
4308;ASPERGILLOSE : SD DE CONFIRMATION PAR COES;01JAN1996:00:00:00;;7;5;0;0;0;9.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;1;1;B;90.00
4309;ASPERGILLOSE : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;;7;5;0;0;0;10.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;1;1;B;120.00
4310;ASPERGILLOSE : SD DE CONFIRMATION PAR IE;01JAN1996:00:00:00;;7;5;0;0;0;11.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;1;1;B;180.00
4311;ASPERGILLOSE : RECHERCHE ANTIGENES SOLUBLES;01JAN1996:00:00:00;;7;5;0;0;0;12.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;50.00
4312;CANDIDOSE : SD DE DEPISTAGE PAR 1 TECHN.;01JAN1996:00:00:00;;7;5;0;0;0;14.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;50.00
4313;CANDIDOSE SYSTEMIQUE :SD DE DEPISTAGE PAR 2 TECHNIQUES;01JAN1996:00:00:00;;7;5;0;0;0;15.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;90.00
4314;CANDIDOSE : SD DE CONFIRMATION PAR COES;01JAN1996:00:00:00;;7;5;0;0;0;16.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;1;1;B;90.00
4315;CANDIDOSE : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;;7;5;0;0;0;17.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;1;1;B;120.00
4316;CANDIDOSE : SD DE CONFIRMATION PAR IE;01JAN1996:00:00:00;;7;5;0;0;0;18.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;1;1;B;180.00
4317;CANDIDOSE : RECHERCHE ANTIGENES SOLUBLES;01JAN1996:00:00:00;;7;5;0;0;0;19.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;30.00
4318;CRYPTOCOCCOSE : ANTIGENES SOLUBLES : RECHERCHE;01JAN1996:00:00:00;;7;5;0;0;0;21.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;50.00
4319;CRYPTOCOCCOSE : ANTIGENES SOLUBLES : TITRAGE;01JAN1996:00:00:00;;7;5;0;0;0;22.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;1;1;B;75.00
4321;CYSTICERCOSE : SD DE DEPISTAGE PAR 2 TECHN.;01JAN1996:00:00:00;;7;5;0;0;0;24.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;90.00
1577;HBA1C : DOSAGE;01JAN1996:00:00:00;;12;0;0;0;0;39.000000;6;EXPLORATION GLUCIDIQUE;14APR2018:00:00:00;;;;1;;0;1;;;1;B;25.00
1601;SANG : BILIRUBINE (BIL);01JAN1996:00:00:00;;13;1;0;0;0;14.000000;7;EXPLORATION HEPATIQUE;20APR2016:00:00:00;;;;1;;0;;;;1;B;8.00
1602;SANG : APOLIPOPROTEINE B. L'ACTE EST INDIQUE DANS LES SITUATIONS SUIVANTES : - MALADIE GENETIQUES;01JAN1996:00:00:00;;13;1;0;0;0;19.000000;5;EXPLORATION LIPIDIQUE;13APR2014:00:00:00;;;;1;;0;1;;1;1;B;7.00
1603;SANG : APOLIPOPROTEINE A1 L'ACTE EST INDIQUE DANS LES SITUATIONS SUIVANTES : - MALADIES GENETIQUES;01JAN1996:00:00:00;;13;1;0;0;0;18.000000;5;EXPLORATION LIPIDIQUE;13APR2014:00:00:00;;;;1;;0;1;;1;1;B;7.00
1607;SANG : OSMOLARITE MESUREE;01JAN1996:00:00:00;;13;1;0;0;0;21.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;15.00
1608;POTASSIUM.;01JAN1996:00:00:00;;13;1;0;0;0;23.000000;11;IONOGRAMMES;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
1609;SANG : IONOGRAMME (SODIUM + POTASSIUM +   EVENTUELLEMENT CHLORE);01JAN1996:00:00:00;;13;1;0;0;0;24.000000;11;IONOGRAMMES;20APR2016:00:00:00;;;;1;;0;;;;1;B;12.00
1610;IONOGRAMME COMPLET. IL COMPORTE LA DETERMINATION     MINIMALE DU  POTASSIUM, DU SODIUM, DU CHLORE, D;01JAN1996:00:00:00;;13;1;0;0;0;25.000000;11;IONOGRAMMES;14APR2018:00:00:00;;;;1;;0;;;;1;B;22.00
1612;SANG : SATURATION EN OXYGENE (SAO2);01JAN1996:00:00:00;;13;1;0;0;0;27.000000;90;AUTRES (tous les autres codes);31JAN2012:00:00:00;;;;0;;0;;;;1;B;7.00
1613;LCR : PROTEINES TOTALES (PROTEINORACHIE);01JAN1996:00:00:00;;13;2;0;0;0;2.000000;90;AUTRES (tous les autres codes);17APR2013:00:00:00;;;;1;;0;;;1;;B;9.00
1614;LCR : DOSAGE D'UNE PROTEINE;01JAN1996:00:00:00;;13;2;0;0;0;4.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;35.00
1615;LCR : DOSAGE DE DEUX PROTEINES OU PLUS;01JAN1996:00:00:00;;13;2;0;0;0;5.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;70.00
1616;LCR : RECHERCHE OU TYPAGE D'UNE DYSGLOBULINORACHIE MONOCLONALE OU  OLIGOCLONALE;01JAN1996:00:00:00;;13;2;0;0;0;6.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;180.00
1619;UR. : PROTEINURIE DE BENCE JONES:RECHERCHE ET IDENTIFICATION;01JAN1996:00:00:00;;13;3;0;0;0;4.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;1;;B;180.00
1620;UR. : TYPAGE DE LA NATURE D'UNE  PROTEINURIE;01JAN1996:00:00:00;;13;3;0;0;0;5.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;140.00
1621;UR. : POTASSIUM ET SODIUM (IONOGRAMME, K + NA);01JAN1996:00:00:00;;13;3;0;0;0;8.000000;11;IONOGRAMMES;17APR2013:00:00:00;;;;1;;0;;;;;B;12.00
1622;EXAMEN PHYSIQUE COMPLET D'UNE SELLE, COMPORTANT AU MINIMUM LE POIDS MOYEN, LE POIDS SEC, UN EXAMEN;01JAN1996:00:00:00;;13;4;0;0;0;4.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;1;;B;70.00
1623;SELLES : EXAMENS PHYSIQUE ET CHIMIQUE COMPLETS;01JAN1996:00:00:00;25DEC2008:00:00:00;13;4;0;0;0;26.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;25DEC2008:00:00:00;;;1;;0;;;;;B;120.00
1624;DOSAGE DE L'AZOTE FECAL TOTAL. LE LABORATOIRE QUI EXECUTE L'ACTE DEVRA  SYSTEMATIQUEMENT ASSOCIER A;01JAN1996:00:00:00;;13;4;0;0;0;7.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;70.00
1625;SELLES : AZOTE FECAL TOTAL ET SOLUBLE;01JAN1996:00:00:00;25DEC2008:00:00:00;13;4;0;0;0;27.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;25DEC2008:00:00:00;;;1;;0;;;;;B;80.00
1626;IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU;01JAN1996:00:00:00;;13;4;0;0;0;9.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;1;;B;45.00
1627;OSMOLARITE FECALE MESUREE ET CALCUL DU TROU OSMOLAIRE. CET ACTE DOIT IMPERATIVEMENT ETRE PRATIQUE;01JAN1996:00:00:00;;13;4;0;0;0;10.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;65.00
1628;DETERMINATION DE L'ACTIVITE CHYMOTRYPSIQUE FECALE. DANS LE CAS D'UN TRAITEMENT PAR ENZYMOTHERAPIE,;01JAN1996:00:00:00;;13;4;0;0;0;21.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;1;;B;60.00
1629;RECHERCHE DE SANG (HEMATIES ET/OU HEMOGLOBINE HUMAINE). TOUTE PRESCRIPTION EXPLICITE DE RECHERCHE;01JAN1996:00:00:00;;13;4;0;0;0;19.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);13APR2014:00:00:00;;;;3;;0;;;1;;B;20.00
1630;FECALOGRAMME (OU COPROLOGIE  FONCTIONNELLE) : CETTE DETERMINATION  COMPREND AU MINIMUM LES EXAMENS;01JAN1996:00:00:00;;13;4;0;0;0;15.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;350.00
1632;CALCULS : ANALYSE  MORPHO-CONSTITUTIONNELLE DES CALCULS  PAR ANALYSE SEQUENTIELLE OPTIQUE ET  PHYS;01JAN1996:00:00:00;;13;7;0;0;0;1.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;100.00
1633;LIQUIDES DE SEROSITE : DOSAGE D'UNE  PROTEINE;01JAN1996:00:00:00;;13;8;0;0;0;3.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;0;;0;;;;;B;35.00
1634;LIQUIDES DE SEROSITE : DOSAGE DE DEUX  PROTEINES OU PLUS;01JAN1996:00:00:00;;13;8;0;0;0;4.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;0;;0;;;;;B;70.00
1635;EPREUVE DE LA SUEUR PAR METHODE PHYSICO-CHIMIQUE;01JAN1996:00:00:00;;13;9;0;0;0;1.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;50.00
1649;THEOPHYLLINE DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG;14FEB1997:00:00:00;;14;0;0;0;0;14.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;1;;0;;;;;B;70.00
1650;ANTIBIOTIQUE(AMINOSIDES,VANCOMYCINE,...) : UN DOSAGE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;1.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;0;;0;;;;1;B;70.00
1651;ANTIBIOTIQUE (AMINOSIDES,VANCOMYCINE,...):DEUX DOSAGES DU MEME (SANG);01JAN1996:00:00:00;;14;0;0;0;0;2.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;0;;0;;;;1;B;120.00
1652;ISONIAZIDE (INH , RIMIFON) (SANG);01JAN1996:00:00:00;;14;0;0;0;0;3.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;;1;B;80.00
1653;ISONIAZIDE (INH,RIMIFON)ET SON METABOLITE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;4.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;;1;B;120.00
1655;METHOTREXATE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;9.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;80.00
1656;METHOTREXATE ET SON METABOLITE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;10.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;120.00
1657;ANTITUMORAUX (AUTRES QUE METHOTREXATE) (SANG);01JAN1996:00:00:00;;14;0;0;0;0;11.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;1;B;140.00
1658;CAFEINE (EN PEDIATRIE);01JAN1996:00:00:00;;14;0;0;0;0;15.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;70.00
1659;DOSAGE D'ANALGESIQUES OU DE STUPEFIANTS NON NOMMEMENT INSCRITS A LA NABM DANS LE SANG. CET EXAMEN;01JAN1996:00:00:00;;14;0;0;0;0;16.000000;90;AUTRES (tous les autres codes);31JAN2012:00:00:00;;;;0;;0;1;;;1;B;95.00
1660;ACIDE SALICYLIQUE : DOSAGE;01JAN1996:00:00:00;;14;0;0;0;0;18.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;50.00
1661;PARACETAMOL : DOSAGE;01JAN1996:00:00:00;;14;0;0;0;0;19.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;70.00
1662;PSYCHOTROPES NON NOMMEMENT INSCRITS A LA NABM  (SANG);01JAN1996:00:00:00;;14;0;0;0;0;20.000000;90;AUTRES (tous les autres codes);31JAN2012:00:00:00;;;;0;;0;;;;1;B;100.00
1663;ANTIDEPRESSEURS TRICYCLIQUES : RECHERCHE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;22.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;1;B;70.00
1664;ANTIDEPRESSEURS AUTRES QUE TRICYCLIQUES : RECHERCHE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;24.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;1;B;120.00
1665;ANTIDEPRESSEURS : DOSAGE SPECIFIQUE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;26.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;1;B;120.00
1666;ANTIDEPRESSEURS : RECHERCHE ET DOSAGE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;28.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;1;;;1;B;190.00
1667;BENZODIAZEPINES : RECHERCHE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;30.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;1;;;1;B;70.00
1668;DIAZEPAM (VALIUM, ...) ET SON METABOLITE;01JAN1996:00:00:00;;14;0;0;0;0;32.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;120.00
1669;CLONAZEPAM (RIVOTRIL);01JAN1996:00:00:00;;14;0;0;0;0;33.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;120.00
1670;PRIMIDONE (MYSOLINE) + PHENOBARBITAL (GARDENAL);01JAN1996:00:00:00;;14;0;0;0;0;39.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;140.00
